Brand,Model,Green Ticks,Cooling Capacity (kW),Full Load COP,COP at 75% Part Load,COP at 50% Part Load,COP at 25% Part Load,IEER,Annual Energy Consumption (kWh),Annual Energy Cost ($),Date of Expiry,Number of Indoor Units Used for Test,Model No. of Indoor Units Used for Test
Mitsubishi Electric,"PUCY-P300YKE.TH-SG, PUCY-P300YKE.TH-SG-BS",3,33.55,3.93,5.07,6.33,7.11,5.60,2597,2597,18/10/2026,9,"PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E"
Mitsubishi Electric,"PUCY-P350YKD.TH, PUCY-P350YKD.TH-BS",3,40.00,4.51,5.49,5.77,4.90,5.46,2855,2855,31/03/2027,11,"PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E"
Mitsubishi Electric,"PUMY-CP250YBM-PA-BS, PUMY-CP250YBM-PA",2,28.47,4.41,5.02,5.48,3.25,4.90,1536,1536,11/05/2027,6,"PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP50VEM-E, PLFY-EP50VEM-E, PLFY-EP50VEM-E"
Mitsubishi Electric,"PUMY-CP200YKM2-PA, PUMY-CP200YKM2-PA-BS",3,22.56,3.84,5.55,6.00,3.82,5.41,1473,1473,14/08/2025,5,"PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP50VEM-E, PLFY-EP50VEM-E"
Mitsubishi Electric,"PUCY-P450YKE.TH-SG, PUCY-P450YKE.TH-SG-BS",2,48.25,3.46,4.48,5.57,6.15,4.93,3592,3592,19/10/2026,12,"PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP50VEM-E, PLFY-EP50VEM-E"
Mitsubishi Electric,"PUCY-EP450YKE.TH-SG, PUCY-EP450YKE.TH-SG-BS",3,48.09,4.23,5.00,6.07,6.54,5.43,3329,3329,19/10/2026,12,"PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP50VEM-E, PLFY-EP50VEM-E"
Mitsubishi Electric,"PUCY-EP350YKE.TH-SG, PUCY-EP350YKE.TH-SG-BS",5,40.43,4.74,5.80,6.63,7.26,6.16,2716,2716,18/10/2026,11,"PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E"
Mitsubishi Electric,"PUCY-P400YKE.TH-SG, PUCY-P400YKE.TH-SG-BS",2,44.02,3.99,4.76,5.75,5.98,5.13,3252,3252,19/10/2026,12,"PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E"
Mitsubishi Electric,"PUCY-P250YKD.TH, PUCY-P250YKD.TH-BS",4,28.00,4.38,5.53,6.44,6.08,5.79,1954,1954,31/03/2027,8,"PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E"
Mitsubishi Electric,"PUCY-P400YKD.TH, PUCY-P400YKD.TH-BS",2,44.00,3.90,4.84,5.69,5.68,5.13,3224,3224,31/03/2027,12,"PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E"
Mitsubishi Electric,"PUMY-CP225YKM-PA-BS, PUMY-CP225YKM-PA",3,25.50,4.10,5.27,6.12,4.07,5.30,1629,1629,31/03/2027,5,"PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP50VEM-E, PLFY-EP50VEM-E, PLFY-EP63VEM-E"
Mitsubishi Electric,"PUCY-P300YKD.TH, PUCY-P300YKD.TH-BS",3,33.50,4.11,5.14,6.01,5.01,5.31,2573,2573,31/03/2027,9,"PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E"
Mitsubishi Electric,"PUCY-P200YKD.TH, PUCY-P200YKD.TH-BS",4,22.40,4.62,5.67,6.58,5.36,5.83,1648,1648,31/03/2027,6,"PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E"
Mitsubishi Electric,"PUCY-P350YKE.TH-SG, PUCY-P350YKE.TH-SG-BS",3,40.02,4.19,4.89,5.99,5.85,5.26,3021,3021,19/10/2026,11,"PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E"
Mitsubishi Heavy Industries,"FDC560CKXZA2, FDCS560CKXZA2",1,56.10,2.93,4.17,5.78,6.12,4.77,3513,3513,24/08/2025,12,"FDT45KXZE1, FDT45KXZE1, FDT45KXZE1, FDT45KXZE1, FDT45KXZE1, FDT45KXZE1, FDT45KXZE1, FDT45KXZE1, FDT45KXZE1, FDT45KXZE1, FDT56KXZE1, FDT56KXZE1"
Mitsubishi Heavy Industries,FDC280CKXZA2-S8,4,27.67,4.54,5.48,6.95,5.77,5.85,1432,1432,02/11/2026,10,"FDT28KXZE1, FDT28KXZE1, FDT28KXZE1, FDT28KXZE1, FDT28KXZE1, FDT28KXZE1, FDT28KXZE1, FDT28KXZE1, FDT28KXZE1, FDT28KXZE1"
Mitsubishi Heavy Industries,"FDC280CKXZA2, FDCS280CKXZA2",1,26.60,3.37,4.20,5.36,5.67,4.64,1668,1668,10/05/2027,4,"FDT71KXZE1, FDT71KXZE1, FDT71KXZE1, FDT71KXZE1"
Mitsubishi Heavy Industries,"FDC400CKXZA2, FDCS400CKXZA2",3,40.61,3.90,5.14,6.49,4.06,5.30,2123,2123,24/08/2025,12,"FDT36KXZE1, FDT36KXZE1, FDT36KXZE1, FDT36KXZE1, FDT36KXZE1, FDT36KXZE1, FDT36KXZE1, FDT36KXZE1, FDT28KXZE1, FDT28KXZE1, FDT28KXZE1, FDT28KXZE1"
Mitsubishi Heavy Industries,"FDC500CKXZA2, FDCS500CKXZA2",2,47.98,3.14,4.20,4.98,8.31,4.88,2991,2991,10/05/2027,8,"FDT71KXZE1, FDT71KXZE1, FDT71KXZE1, FDT71KXZE1, FDT56KXZE1, FDT56KXZE1, FDT56KXZE1, FDT56KXZE1"
Mitsubishi Heavy Industries,"FDC140KXES6, FDCS140KXES6",1,13.42,2.89,4.20,4.31,8.18,4.70,998,998,04/04/2027,2,"FDT71KXZE1, FDT71KXZE1"
Mitsubishi Heavy Industries,"FDC335CKXZA2, FDCS335CKXZA2",3,33.68,4.21,5.37,6.42,5.41,5.60,1719,1719,24/08/2025,12,"FDT28KXZE1, FDT28KXZE1, FDT28KXZE1, FDT28KXZE1, FDT28KXZE1, FDT28KXZE1, FDT28KXZE1, FDT28KXZE1, FDT28KXZE1, FDT28KXZE1, FDT28KXZE1, FDT28KXZE1"
Mitsubishi Heavy Industries,"FDC280KXE6G, FDCS280KXE6G",1,28.25,3.82,4.68,5.45,3.32,4.68,1693,1693,12/07/2025,8,"FDT36KXZE1, FDT36KXZE1, FDT36KXZE1, FDT36KXZE1, FDT36KXZE1, FDT36KXZE1, FDT36KXZE1, FDT28KXZE1"
Natflow,NRV-316,2,45.00,3.88,5.17,5.73,4.48,5.19,2339,2339,15/10/2026,4,"VCS4-48, VCS4-48, VCS4-48, VCS4-48"
Natflow,NRV-310,3,28.00,4.27,5.59,5.86,4.64,5.51,1440,1440,25/09/2026,2,"VCS4-48, VCS4-48"
Natflow,NRV-312,3,33.50,4.05,5.45,5.80,4.58,5.40,1702,1702,21/09/2026,3,"VCS4-48, VCS4-48, VCS4-48"
Natflow,NRV-314,3,40.00,3.93,5.31,5.78,4.52,5.30,2017,2017,19/10/2026,4,"VCS4-48, VCS4-48, VCS4-48, VCS4-48"
Natflow,NRV-322,3,61.50,3.79,5.22,5.89,4.46,5.26,3096,3096,13/12/2026,5,"VCS4-48, VCS4-48, VCS4-48, VCS4-48, VCS4-48"
Natflow,NRV-308,4,25.20,4.47,5.82,6.03,4.77,5.71,1284,1284,22/08/2026,2,"VCS4-48, VCS4-48"
Panasonic,"U-20ME2R8, U-20ME2R8E",1,54.98,3.30,4.23,5.21,4.22,4.44,3719,3719,19/08/2024,12,"S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-36MU2E5A, S-60MU2E5A, S-60MU2E5A, S-60MU2E5A, S-106MU2E5A, S-106MU2E5A"
Panasonic,"U-8ME2R8, U-8ME2R8E",5,22.75,4.71,6.00,7.25,6.08,6.28,1250,1250,19/08/2024,9,"S-22MU2E5A, S-28MU2E5A, S-36MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-28MU2E5A"
Panasonic,"U-14ME2R8, U-14ME2R8E",2,39.74,3.81,4.90,6.10,5.27,5.21,2580,2580,19/08/2024,12,"S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-28MU2E5A, S-28MU2E5A, S-36MU2E5A, S-56MU2E5A, S-60MU2E5A, S-60MU2E5A"
Panasonic,U-4LE2R8,2,12.13,4.24,5.00,5.25,5.12,5.06,865,865,19/08/2024,4,"S-28MU2E5A, S-36MU2E5A, S-28MU2E5A, S-28MU2E5A"
Panasonic,U-8LE1R8,1,22.53,4.21,4.49,5.15,4.38,4.63,1530,1530,19/08/2024,5,"S-22MU2E5A, S-60MU2E5A, S-22MU2E5A, S-60MU2E5A, S-60MU2E5A"
Panasonic,U-6LE2R8,1,15.63,3.59,4.44,4.81,4.99,4.58,1102,1102,19/08/2024,4,"S-36MU2E5A, S-45MU2E5A, S-36MU2E5A, S-36MU2E5A"
Panasonic,U-10LE1R8,1,25.50,3.37,4.13,4.98,4.48,4.36,1771,1771,19/08/2024,6,"S-22MU2E5A, S-28MU2E5A, S-60MU2E5A, S-90MU2E5A, S-22MU2E5A, S-28MU2E5A"
Panasonic,"U-16ME2R8, U-16ME2R8E",1,44.48,3.44,4.47,5.64,4.87,4.78,2991,2991,19/08/2024,12,"S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-60MU2E5A, S-60MU2E5A, S-60MU2E5A, S-60MU2E5A, S-56MU2E5A"
Panasonic,"U-12ME2R8, U-12ME2R8E",2,33.55,3.91,4.88,6.08,5.02,5.16,1939,1939,19/08/2024,12,"S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-28MU2E5A, S-36MU2E5A, S-73MU2E5A"
Panasonic,"U-18ME2R8, U-18ME2R8E",1,49.09,3.42,4.42,5.37,4.35,4.62,3288,3288,19/08/2024,12,"S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-106MU2E5A, S-106MU2E5A, S-90MU2E5A"
Panasonic,U-5LE2R8,1,13.76,3.70,4.48,4.90,5.02,4.63,1006,1006,22/08/2024,4,"S-36MU2E5A, S-36MU2E5A, S-36MU2E5A, S-36MU2E5A"
Panasonic,"U-10ME2R8, U-10ME2R8E",4,28.05,4.42,5.53,6.87,5.90,5.87,1548,1548,19/08/2024,11,"S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-22MU2E5A, S-60MU2E5A"
Toshiba,MMY-MAP1407T8P-SG,2,38.87,3.29,4.53,5.80,5.17,4.89,2398,2398,31/03/2027,12,"MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0154HP1-E, MMU-AP0154HP1-E, MMU-AP0154HP1-E, MMU-AP0154HP1-E"
Toshiba,MMY-MUP0801T8P-SG,5,21.92,4.84,6.01,7.47,4.91,6.20,1329,1329,11/05/2025,8,"MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092"
Toshiba,MMY-MUP14A1T8P-SG,4,38.73,4.21,5.25,6.31,7.70,5.79,2378,2378,20/06/2025,12,"MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0181H-E"
Toshiba,MMY-MAP1807T8P-SG,2,49.79,3.62,4.51,5.92,6.30,5.05,2884,2884,31/03/2027,12,"MMU-AP0154HP1-E, MMU-AP0154HP1-E, MMU-AP0154HP1-E, MMU-AP0154HP1-E, MMU-AP0154HP1-E, MMU-AP0154HP1-E, MMU-AP0154HP1-E, MMU-AP0154HP1-E, MMU-AP0154HP1-E, MMU-AP0154HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E"
Toshiba,MCY-MHP1204HT8-1,2,33.24,2.95,4.51,6.01,4.71,4.86,2057,2057,31/03/2027,12,"MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E"
Toshiba,MMY-MAP14A7T8P-SG,3,41.18,3.99,5.20,6.11,6.23,5.52,2197,2197,31/03/2027,12,"MMU-AP0154HP1-E, MMU-AP0154HP1-E, MMU-AP0154HP1-E, MMU-AP0154HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E"
Toshiba,MMY-MUP2201T8P-SG,2,59.73,3.24,4.38,5.45,6.75,4.91,3652,3652,20/11/2025,12,"MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0241H-E, MMU-UP0241H-E, MMU-UP0241H-E, MMU-UP0241H-E"
Toshiba,MMY-MAP2007T8P-SG,2,54.40,3.47,4.66,6.26,6.46,5.24,3049,3049,31/03/2027,12,"MMU-AP0154HP1-E, MMU-AP0154HP1-E, MMU-AP0154HP1-E, MMU-AP0154HP1-E, MMU-AP0154HP1-E, MMU-AP0154HP1-E, MMU-AP0154HP1-E, MMU-AP0154HP1-E, MMU-AP0154HP1-E, MMU-AP0154HP1-E, MMU-AP0154HP1-E, MMU-AP0154HP1-E"
Toshiba,MMY-MAP2207T8P-SG,2,61.61,3.31,4.42,5.48,6.85,4.95,3715,3715,31/03/2027,12,"MMU-AP0154HP1-E, MMU-AP0154HP1-E, MMU-AP0154HP1-E, MMU-AP0154HP1-E, MMU-AP0154HP1-E, MMU-AP0184HP1-E, MMU-AP0184HP1-E, MMU-AP0184HP1-E, MMU-AP0184HP1-E, MMU-AP0184HP1-E, MMU-AP0184HP1-E, MMU-AP0184HP1-E"
Toshiba,MMY-MUP1001T8P-SG,4,27.26,4.19,5.75,7.29,5.85,6.10,1644,1644,20/06/2025,10,"MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092"
Toshiba,MMY-MUP1201T8P-SG,4,32.46,4.03,5.35,6.82,7.19,5.90,1998,1998,11/05/2025,12,"MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092"
Toshiba,MMY-MUP2401T8P-SG,2,65.36,3.10,4.18,5.39,7.28,4.83,3998,3998,20/11/2025,12,"MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0241H-E, MMU-UP0241H-E, MMU-UP0241H-E, MMU-UP0241H-E, MMU-UP0241H-E, MMU-UP0241H-E"
Toshiba,MMY-MUP1801T8P-SG,2,48.11,3.30,4.62,5.62,7.50,5.19,3057,3057,20/06/2025,12,"MMU-UP0092, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E"
Toshiba,MCY-MHP1004HT8-1,2,28.10,3.09,4.57,5.89,4.26,4.82,1734,1734,31/03/2027,10,"MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E"
Toshiba,MMY-MAP1607T8P-SG,2,43.63,4.29,4.68,5.55,6.65,5.13,2583,2583,31/03/2027,12,"MMU-AP0154HP1E, MMU-AP0154HP1E, MMU-AP0154HP1E, MMU-AP0154HP1E, MMU-AP0154HP1E, MMU-AP0154HP1E, MMU-AP0154HP1E, MMU-AP0094HP1E, MMU-AP0094HP1E, MMU-AP0094HP1E, MMU-AP0094HP1E, MMU-AP0094HP1E"
Toshiba,MMY-MUP2601T8P-SG,1,71.41,2.86,3.90,5.05,6.18,4.44,4637,4637,20/11/2025,12,"MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0241H-E, MMU-UP0241H-E, MMU-UP0241H-E, MMU-UP0241H-E, MMU-UP0241H-E, MMU-UP0241H-E, MMU-UP0241H-E, MMU-UP0241H-E"
Toshiba,MMY-MUP2001T8P-SG,2,53.62,3.21,4.33,5.86,7.61,5.08,3441,3441,20/06/2025,12,"MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0181H-E, MMU-UP0181H-E, MMU-UP0181H-E, MMU-UP0181H-E"
Toshiba,MMY-MAP1007T8P-SG,4,27.29,3.97,5.25,6.80,6.25,5.72,1537,1537,31/03/2027,10,"MMU-AP0094HP1E, MMU-AP0094HP1E, MMU-AP0094HP1E, MMU-AP0094HP1E, MMU-AP0094HP1E, MMU-AP0094HP1E, MMU-AP0094HP1E, MMU-AP0094HP1E, MMU-AP0094HP1E, MMU-AP0094HP1E"
Toshiba,MMY-MUP1601T8P-SG,4,43.64,3.81,5.20,6.22,7.52,5.70,2636,2636,20/06/2025,12,"MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E"
Toshiba,MMY-MAP0807T8P-SG,5,21.31,4.34,6.04,7.83,5.66,6.38,1175,1175,31/03/2027,8,"MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E"
Toshiba,MCY-MHP0805HT8-SG,3,22.39,3.36,4.96,6.58,7.00,5.57,1336,1336,31/03/2027,8,"MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E"
Toshiba,MMY-MAP1207T8P-SG,3,33.26,3.92,4.86,6.30,6.66,5.41,1974,1974,31/03/2027,12,"MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E, MMU-AP0094HP1-E"
Toshiba,MMY-MAP2407T8P-SG,2,65.47,3.27,4.15,5.99,7.06,4.93,3975,3975,04/04/2027,12,"MMU-AP0184HP1-E, MMU-AP0184HP1-E, MMU-AP0184HP1-E, MMU-AP0184HP1-E, MMU-AP0184HP1-E, MMU-AP0184HP1-E, MMU-AP0184HP1-E, MMU-AP0184HP1-E, MMU-AP0184HP1-E, MMU-AP0184HP1-E, MMU-AP0184HP1-E, MMU-AP0184HP1-E"
Toshiba,MMY-MUP1401T8P-SG,3,38.71,3.68,4.93,6.05,7.19,5.45,2477,2477,11/05/2025,12,"MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0092, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0151H-E, MMU-UP0181H-E"
Trane,TMC160ADE,1,44.62,3.31,4.38,4.84,5.15,4.56,2732,2732,11/01/2025,8,"MWC056AMNNNB, MWC056AMNNNB, MWC056AMNNNB, MWC056AMNNNB, MWC056AMNNNB, MWC056AMNNNB, MWC056AMNNNB, MWC056AMNNNB"
